MP.Name,Date,Event,Type,Numbers,Venue.s.
"Burt, Alistair",9/8/06,Wavendon Twinning Assoc Annual Dinner,Dinn,42,Dng Rm A
"Gummer, John",3/14/06,Waveney Bus Group Lunch,Lnch,22,Dng Rm B
"Blizzard, Robert",6/3/08,Waveney Bus Lunch,Lnch,48,Dng Rm A
"Berry, Roger",10/25/05,WEAF,Rec,150,Mmbrs Dng Rm
"Vara, Shailesh",10/12/06,Wear it Pink,Meeting,100,Astor Suite
"Reed, Jamie",3/23/06,Weber Sandwich,Dinn,14,Astor Suite
"Cousins, Jim",3/13/08,Website Launch of Scoiety for Storytelling,Rec,65,Dng Rm A
"Burt, Lorely",2/19/08,Weconnect,Rec,45,Dng Rm B
"Bottomley, Peter J",2/11/06,Wedding,Recept/Wedd,145,"Mmbrs Dng Rm, Pugin Rm, Strngrs Dng Rm"
"Mahmood, Khalid",2/11/06,Wedding,Wedding,53,Dng Rm A
"Mahmood, Khalid",7/18/09,Wedding,Wedding,98,"Church. Dng Rm, Tce Pvln"
"Wareing, Robert",9/30/06,Wedding,Wedding,84,"Church. Dng Rm, Tce Pvln"
"Ottaway, Richard",9/4/04,Wedding Reception,Rec,180,"Dng Rm D, Tce Pvln"
"Thurso, John",11/23/05,Wedgewood,Rec,25,Dng Rm C
"Thurso, John",3/9/06,Wedgewood Britain,Bfast,32,Dng Rm B
"Wilkinson, John",10/25/04,Wedgwood Markham,Lnch,90,"Church. Dng Rm, Tce Pvln"
"Kidney, David",6/9/08,Weeping Cross Townswomen Guild,Tea,36,Dng Rm A
"Gray, James",2/23/09,Welcome Home for Armoured Brigade,Rec,100,Tce Pvln
"Alexander, Danny",12/13/06,Welfare Reform,Bfast,9,Dng Rm C
"Berry, Roger",12/13/07,Welfare Reform,Bfast,18,Dng Rm B
"Berry, Roger",7/12/07,Welfare Reform Under a New Goverment,Bfast,25,Dng Rm B
"Vis, Rudi",11/13/08,Wellers,Rec,150,Tce Pvln
"Vis, Rudi",10/17/06,Wellers Reception,Rec,140,Tce Pvln
"Bone, Peter",9/21/05,Wellingborough Cons Assoc,Dinn,38,Dng Rm A
"Bone, Peter",10/30/06,Wellingborough Conservatives,Dinn,42,Dng Rm A
"Pritchard, Mark",6/25/07,Wellington Chamber of Commerce,Lnch,27,Dng Rm A
"Heathcoat-Amory, David",3/7/06,Wells Conservative Association Patrons Club,Lnch,19,Astor Suite
"Murphy, Paul",3/9/09,Welsh Assembly Government,Rec,110,Church. Dng Rm
"Llwyd, Elfyn",10/11/06,Welsh Druids,Rec,25,Dng Rm D
"David, Wayne",1/23/07,Welsh MP Lunch,Lnch,16,Dng Rm D
"Prisk, Mark",6/15/04,Welwyn & Hatfield Conservative Assoc,Dinn,24,Dng Rm B
"Shapps, Grant",6/19/06,Welwyn 41 Club,Dinn,24,Dng Rm B
"Shapps, Grant",11/13/07,Welwyn Garden City Rotary Club,Dinn,49,Dng Rm A
"Shapps, Grant",4/20/06,Welwyn Hatfield Parliamentary Club,Dinn,25,Dng Rm B
"Shapps, Grant",10/31/06,Welwyn Hatfield Parliamentary Club,Dinn,38,Dng Rm A
"Shapps, Grant",12/18/06,Welwyn Hatfield Parliamentary Club,Dinn,52,Dng Rm A
"Shapps, Grant",7/17/06,Welwyn Hatfield Parliamentary Club Dinner,Dinn,25,Dng Rm B
"Lidington, David",10/25/04,Wendover Womens Inst,Tea,28,"Dng Rm C, Dng Rm D"
"Hague, William",1/16/06,Wentworth Cons Assoc,Lnch,96,"Church. Dng Rm, Tce Pvln"
"Murrison, Andrew",5/6/08,Wessex Phamaceutical Group,Dinn,17,Astor Suite
"Murrison, Andrew",12/13/06,Wessex Pharmaceotical Group Dinner,Dinn,21,Astor Suite
"Jackson, Robert",5/19/04,Wessex Pharmaceutical,Dinn,10,Dng Rm C
"Jackson, Robert",11/3/04,Wessex Pharmaceutical,Dinn,13,Dng Rm C
"Jackson, Robert",11/11/04,Wessex Pharmaceutical Group,Dinn,11,Dng Rm D
"Murrison, Andrew",10/19/05,Wessex Pharmaceutical Group,Dinn,11,Dng Rm D
"Murrison, Andrew",12/6/05,Wessex Pharmaceutical Group,Rec,15,Dng Rm C
"Murrison, Andrew",6/27/06,Wessex Pharmaceutical Group,Dinn,17,Astor Suite
"Murrison, Andrew",10/31/06,Wessex Pharmaceutical Group,Dinn,16,Dng Rm D
"Murrison, Andrew",3/14/07,Wessex Pharmaceutical Group,Dinn,13,Dng Rm D
"Murrison, Andrew",1/29/08,Wessex Pharmaceutical Group,Dinn,15,Dng Rm C
"Murrison, Andrew",5/13/09,Wessex Pharmaceutical Group,Dinn,10,Dng Rm B
"Burns, Simon",11/26/04,West Chelmford Potcullis Bussiness Club,Lnch,105,"Church. Dng Rm, Tce Pvln"
"Burns, Simon",6/8/06,West Chelmsford Cons Portcullis Bus Club,Lnch,35,Dng Rm A
"Burns, Simon",11/17/06,West Chelmsford Portcullis Bus Club,Lnch,74,"Church. Dng Rm, Tce Pvln"
"Letwin, Oliver",4/27/04,West Dorset Cons Assoc,Tea,57,Dng Rm A
"Opik, Lembit",10/14/04,West End Bus Club,Dinn,80,"Church. Dng Rm, Tce Pvln"
"Ward, Claire",5/12/09,West Herts & Watford Medical Society,Rec,15,Dng Rm B
"Ward, Claire",3/8/06,West Herts & Watford Medical Socity,Dinn,24,Dng Rm B
"Keen, Ann Lloyd",3/5/09,West London Bus,Bfast,45,Dng Rm A
"Keen, Alan",11/27/08,West London Bus HOC Dinner,Dinn,53,Dng Rm A
"Keen, Ann Lloyd",3/8/07,West London Bus Women's Network,Bfast,80,"Dng Rm A, Tce Pvln"
"Slaughter, Andrew",3/14/07,West London Centre for Counselling,Rec,50,Strngrs Dng Rm
"Keen, Ann Lloyd",11/9/07,West London Chamber of Commerce,Dinn,76,Church. Dng Rm
"Stuart, Gisela",6/3/09,West Midlands Ambulance Service,Rec,40,Dng Rm B
"Luff, Peter",5/9/07,West Midlands Bus Council,Rec,65,Strngrs Dng Rm
"Cunningham, Jim",10/23/07,West Midlands Ecconomic Strategy,Lnch,27,Dng Rm A
"Spellar, John",12/4/07,West Midlands Fire Service,Rec,45,Dng Rm B
"George, Bruce",12/10/08,West Midlands Fire Service Reception,Rec,35,Dng Rm B
"Spellar, John",11/15/06,West Midlands Fire Services,Rec,45,Dng Rm B
"Marris, Rob",11/20/06,West Midlands Police Federation,Dinn,29,Dng Rm A
"Marris, Rob",12/3/07,West Midlands Police Federation,Dinn,26,Dng Rm A
"Marris, Rob",12/15/08,West Midlands Police Federation,Dinn,29,Dng Rm A
"McCabe, Stephen",11/30/04,West Midlands Police Federation,Dinn,25,Dng Rm B
"Marris, Rob",11/29/05,West Midlands Police Federtaion,Dinn,38,Dng Rm A
"Foster, Don",3/26/08,West MP's Breakfast,Bfast,22,Dng Rm B
"Meale, Alan",4/28/08,West Nottinghamshire College Dinner,Dinn,28,Dng Rm B
"Cameron, David",6/16/05,West Oxford Conservative Assoc,Lnch,35,Dng Rm A
"Cameron, David",10/28/08,West Oxfordshire Lady Freemasons,Tea,14,Dng Rm C
"Milton, Anne",3/4/08,West Surrey IOD Dinner,Dinn,16,Dng Rm B
"Cable, Vincent",12/12/05,West Thames Inst of Directors,Dinn,54,Dng Rm A
"Bottomley, Peter J",7/13/04,West Worthing Cons Assoc,Tea,56,Tce Pvln
"Sheerman, Barry",10/14/08,West York Dinner With MPs & Principals,Dinn,26,Club Rm
"Challen, Colin",5/4/04,West Yorkshire Police,Lnch,18,Dng Rm B
"Lansley, Andrew",9/26/06,Westaway Gillis,Dinn,169,"Mmbrs Dng Rm, Tce Pvln"
"Lansley, Andrew",9/22/04,Westawaygillis,Dinn,170,"Mmbrs Dng Rm, Tce Pvln"
"Sutcliffe, Gerry",1/7/08,Westfield Dinner,Dinn,17,Dng Rm B
"Waltho, Lynda",5/22/07,Westfield Parliamentary Reception,Rec,80,Strngrs Dng Rm
"Gummer, John",3/6/07,Westfield URT Launch,Rec,100,Tce Pvln
"Clark, Paul",10/18/06,WestKent,Rec,65,Dng Rm A
"Ladyman, Stephen",7/5/06,Westmere Ltd,Lnch,8,Dng Rm C
"Soames, Nicholas",11/22/05,Westminster  Dinner Club,Dinn,45,Dng Rm A
"Clark, Helen",11/29/04,Westminster Advisers,Lnch,106,"Church. Dng Rm, Tce Pvln"
"Gidley, Sandra",6/28/06,Westminster Advisers,Rec,70,Strngrs Dng Rm
"Love, Andrew",2/8/06,Westminster Advisers,Tea,100,Mmbrs Dng Rm
"Buck, Karen",5/24/05,Westminster Advocacy Service for Senior Residents,Rec,150,Mmbrs Dng Rm
"Turner, Neil",3/29/06,Westminster Awards 2006,Rec,60,Tce Pvln
"Gibb, Nicolas",5/17/04,Westminster Bus Forum,Lnch,24,Dng Rm B
"Gray, James",5/12/07,Westminster Charge,Dinn,16,Dng Rm B
"Bottomley, Peter J",5/14/04,Westminster Circle,Lnch,70,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",6/25/04,Westminster Circle,Dinn,120,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Bottomley, Peter J",11/12/04,Westminster Circle,Lnch,79,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",1/21/05,Westminster Circle,Lnch,102,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",3/18/05,Westminster Circle,Lnch,92,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",5/20/05,Westminster Circle,Lnch,18,Dng Rm B
"Bottomley, Peter J",6/17/05,Westminster Circle,Lnch,89,Church. Dng Rm
"Bottomley, Peter J",12/2/05,Westminster Circle,Lnch,110,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",2/3/06,Westminster Circle,Lnch,24,Dng Rm B
"Bottomley, Peter J",3/10/06,Westminster Circle,Lnch,93,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",5/12/06,Westminster Circle,Dinn,104,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Bottomley, Peter J",6/16/06,Westminster Circle,Lnch,87,Church. Dng Rm
"Bottomley, Peter J",9/29/06,Westminster Circle,Lnch,98,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",11/24/06,Westminster Circle,Lnch,106,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",2/9/07,Westminster Circle,Lnch,24,Dng Rm B
"Bottomley, Peter J",3/30/07,Westminster Circle,Lnch,102,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",5/18/07,Westminster Circle,Dinn,105,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Bottomley, Peter J",6/22/07,Westminster Circle,Lnch,83,Church. Dng Rm
"Bottomley, Peter J",10/26/07,Westminster Circle,Lnch,89,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",11/30/07,Westminster Circle,Lnch,102,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",2/15/08,Westminster Circle,Lnch,21,Dng Rm B
"Bottomley, Peter J",3/14/08,Westminster Circle,Lnch,72,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",6/27/08,Westminster Circle,Dinn,88,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Bottomley, Peter J",7/18/08,Westminster Circle,Lnch,76,Church. Dng Rm
"Bottomley, Peter J",10/10/08,Westminster Circle,Lnch,103,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",5/13/05,Westminster Circle - Ladies Dinner,Dinn,132,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Bottomley, Peter J",7/10/09,Westminster Circle House,Lnch,100,Church. Dng Rm
"Bottomley, Peter J",12/12/08,Westminster Circle Luncheon,Lnch,107,"Church. Dng Rm, Dng Rm A"
"Bottomley, Peter J",2/13/09,Westminster Circle Luncheon,Lnch,106,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",3/20/09,Westminster Circle Mmbrs Lunch,Lnch,26,Dng Rm A
"Bottomley, Peter J",6/5/09,Westminster Circle Reception,Dinn,101,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Cameron, David",11/17/04,Westminster Club,Dinn,12,Astor Suite
"Green, Damian",3/23/06,Westminster Club,Dinn,46,Dng Rm A
"Gummer, John",7/3/06,Westminster Club,Lnch,91,Church. Dng Rm
"Gummer, John",11/6/06,Westminster Club,Lnch,76,"Church. Dng Rm, Tce Pvln"
"Hogg, Douglas",12/1/05,Westminster Club,Dinn,41,Dng Rm A
"Hogg, Douglas",7/12/06,Westminster Club,Dinn,49,Dng Rm A
"Hogg, Douglas",12/7/06,Westminster Club,Lnch,50,Dng Rm A
"Maples, John",11/1/04,Westminster Club,Dinn,14,Dng Rm C
"Maples, John",3/27/06,Westminster Club,Lnch,35,Dng Rm A
"Maples, John",3/27/06,Westminster Club,Dinn,11,Dng Rm B
"Maples, John",11/14/06,Westminster Club,Dinn,13,Dng Rm D
"McIntosh, Anne",1/26/06,Westminster Club,Lnch,35,Dng Rm A
"Prisk, Mark",12/7/06,Westminster Club,Dinn,101,Church. Dng Rm
"Maples, John",11/7/05,Westminster Club Dinner,Dinn,21,Dng Rm B
"Maples, John",3/26/07,Westminster Club Dinner,Dinn,13,Dng Rm B
"Maples, John",3/26/07,Westminster Club(Special Invoice),Dinn,6,Special Venue
"Stoate, Howard",5/11/06,Westminster diet & Health Forum,Rec,150,Tce Pvln
"Iddon, Brian",11/15/05,Westminster Diet And Healt Forum,Rec,125,Tce Pvln
"Ruane, Chris",1/24/05,Westminster Diet And Health Forum,Rec,100,Tce Pvln
"Winterton, Rosie",10/15/08,Westminster Dinner,Dinn,16,Dng Rm C
"Soames, Nicholas",7/14/05,Westminster Dinner Club,Dinn,45,Dng Rm A
"Gillan, Cheryl",3/10/08,Westminster Dinning Club,Dinn,46,Dng Rm A
"Gillan, Cheryl",3/30/09,Westminster Dinning Club Dinner,Dinn,31,Dng Rm A
"Baron, John",3/24/06,Westminster Dng Club,Dinn,70,"Church. Dng Rm, Tce Pvln"
"Gillan, Cheryl",11/22/04,Westminster Dng Club,Dinn,53,Dng Rm A
"Gillan, Cheryl",6/12/06,Westminster Dng Club,Dinn,52,Dng Rm A
"Gillan, Cheryl",11/26/07,Westminster Dng Club,Dinn,24,Dng Rm B
"Soames, Nicholas",11/23/04,Westminster Dng Club,Dinn,48,Dng Rm A
"Soames, Nicholas",2/2/06,Westminster Dng Club,Dinn,36,Dng Rm A
"Soames, Nicholas",5/18/06,Westminster Dng Club,Dinn,46,Dng Rm A
"Gillan, Cheryl",4/23/07,Westminster Dng Club Dinner,Dinn,33,Dng Rm A
"Gillan, Cheryl",11/17/08,Westminster Dng Club Dinner,Dinn,54,Dng Rm A
"Gale, Roger",10/10/07,Westminster Education Forum,Rec,150,Mmbrs Dng Rm
"Grogan, John",6/15/09,Westminster Education Forum,Rec,150,Tce Pvln
"Hoban, Mark",10/31/05,Westminster Education Forum,Rec,150,Tce Pvln
"Turner, Andrew",2/28/05,Westminster Education Forum,Rec,150,Tce Pvln
"Turner, Andrew",5/18/05,Westminster Education Forum,Rec,200,Tce Pvln
"Williams, Stephen",7/20/06,Westminster Education forum,Rec,140,Tce Pvln
"Willis, Phil",11/8/07,Westminster Education Forum,Rec,130,Tce Pvln
"Miller, Andrew",6/27/05,Westminster eForum,Rec,180,Tce Pvln
"White, Brian",4/27/04,Westminster Eforum,Rec,150,Tce Pvln
"Michael, Alun",1/29/07,Westminster eForum Parliamentary Reception,Rec,150,Tce Pvln
"Naysmith, Douglas",10/22/07,Westminster Food & Nutrition Forum,Rec,150,Tce Pvln
"Gibson, Ian",3/2/09,Westminster Food Nutrition Forum Reception,Rec,130,Tce Pvln
"Gibb, Nicolas",10/28/04,Westminster Forum,Lnch,24,Dng Rm B
"Moran, Margaret",3/6/06,Westminster forum,Rec,150,Tce Pvln
"Wyatt, Derek",12/15/05,Westminster Forum,Rec,150,Tce Pvln
"Bacon, Richard",11/27/06,Westminster Group Dinner,Dinn,53,Dng Rm A
"Bacon, Richard",11/27/07,Westminster Group Dinner,Dinn,48,Dng Rm A
"Bacon, Richard",4/21/09,Westminster Group Lunch,Lnch,36,Dng Rm A
"Hesford, Stephen",12/10/07,Westminster Health Forum,Rec,150,Tce Pvln
"Jones, Lynne",6/29/09,Westminster Health Forum,Rec,180,Tce Pvln
"Wiggin, Bill",11/27/06,Westminster Investment Club,Lnch,21,Dng Rm B
"Ladyman, Stephen",2/8/07,Westminster Limited,Dinn,12,Dng Rm D
"Francois, Mark",3/28/07,Westminster Lions,Dinn,50,Dng Rm A
"Leigh, Edward",2/27/06,Westminster Lunch,Lnch,18,Dng Rm B
"Mitchell, Austin",5/19/05,Westminster Media Forum,Rec,200,Tce Pvln
"Swinson, Jo",10/18/06,Westminster Media Forum,Rec,150,Tce Pvln
"Luff, Peter",4/22/09,Westminster Media Forum Reception,Rec,200,Tce Pvln
"Greenway, John",9/14/04,Westminster Media Group,Rec,100,Tce Pvln
"Taylor, Richard",10/6/06,Westminster Medical School,Lnch,43,Dng Rm A
"Taylor, Richard",10/3/08,Westminster Medical School Reunion 59/60,Lnch,44,Dng Rm A
"Newmark, Brooks",2/8/07,Westminster North Conservative Future,Rec,25,Dng Rm B
"Miller, Andrew",11/7/07,Westminster Reception,Rec,130,Tce Pvln
"Corston, Jean",12/2/04,Westminster Strategy,Lnch,18,Dng Rm B
"Drew, David",10/25/04,Westminster Strategy,Rec,40,Dng Rm B
"Pike, Peter",6/21/04,Westminster Strategy,Lnch,35,Dng Rm A
"Pritchard, Mark",5/12/09,Westminster Trip,Lnch,40,Dng Rm A
"Kennedy, Jane",7/5/05,Weston Spirit,Rec,180,Tce Pvln
"Munn, Meg",4/21/09,WFD Pre-Board Dinner,Dinn,14,Astor Suite
"Duncan Smith, Iain",10/31/07,WFHA - Launch,Rec,60,Mmbrs Dng Rm
"Stoate, Howard",6/14/06,What Choice for Prostate Cancer Patients?,Dinn,15,Dng Rm C
"Loughton, Tim",11/25/08,What Parents Want Reception,Rec,30,Dng Rm B
"Harris, Evan",5/22/08,Where next for NHS reform?,Bfast,100,Church. Dng Rm
"Flynn, Paul",6/29/05,Which,Rec,150,Tce Pvln
"Lamb, Norman",12/11/06,Which,Rec,30,Dng Rm B
"Villiers, Theresa",5/22/06,Which,Rec,150,Tce Pvln
"Milton, Anne",6/9/08,Which Summer Reception,Rec,100,Strngrs Dng Rm
"Rooney, Terry",12/11/07,Which?,Rec,30,Dng Rm C
"Russell, Bob",12/19/05,Which?,Rec,35,Dng Rm B
"Cable, Vincent",1/19/09,Which?New Year Drinks,Dinn,25,Dng Rm B
"Goodwill, Robert",5/23/06,Whitby Conservative Association,Lnch,36,Dng Rm A
"Duncan Smith, Iain",9/4/06,Whitefield School,Tea,180,Tce Pvln
"Burt, Alistair",9/20/04,Whitehead Mann Interim Partnership,Rec,150,Tce Pvln
"Keeble, Sally",3/21/06,Who reception,Rec,100,Tce Pvln
"Milburn, Alan",4/30/08,WHO Vaccine Week Dinner,Dinn,28,Club Rm
"Loughton, Tim",10/24/06,Wholesale Financial Markets & Services,Bfast,40,Dng Rm A
"Loughton, Tim",11/29/06,Wholesale Financial Markets & Services,Bfast,35,Dng Rm A
"Shapps, Grant",11/19/07,WHPC,Dinn,40,Dng Rm A
"Whittingdale, John",1/16/07,WHY LOGO?,Dinn,13,Dng Rm C
"Kidney, David",10/14/08,Why Science Matters,Bfast,65,Dng Rm A
"Cooper, Rosie",5/22/06,Why we need fewer Hospital Beds,Rec,25,"Dng Rm B, Dng Rm D"
"Cummings, John",4/23/09,WICS Bus Breakfast,Bfast,24,Dng Rm B
"Ainsworth, Peter",6/17/04,Wildlife & Countryside Link,Meeting,50,Dng Rm A
"Ainsworth, Peter",6/17/04,Wildlife & Countryside Link,Rec,50,Dng Rm A
"Ainsworth, Peter",11/8/05,Wildlife & Countryside Link,Rec,200,Mmbrs Dng Rm
"McWalter, Tony",10/14/04,Wiliam Sutton Trust,Rec,100,Tce Pvln
"Beresford, Paul",12/15/05,William Jacks Plc,Lnch,24,Dng Rm B
"Cormack, Sir Patrick",11/13/08,William Morris Craft Fellowship Presentation,Rec,90,Tce Pvln
"Grogan, John",7/14/05,William Reed Events & Exhibitions,Rec,50,Dng Rm A
"Baldry, Tony",7/25/07,Willis Board,Dinn,50,Dng Rm A
"Fabricant, Michael",6/28/06,Willmott Dixon Construction Ltd Dinner,Dinn,24,Dng Rm B
"Page, Richard",11/20/04,Wimbledon Conservative Association,Dinn,120,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Hammond, Stephen",6/10/06,Wimbledon Round Table,Rec,100,Tce Pvln
"Whittingdale, John",11/28/07,Winchester College Parl. Dinner,Dinn,14,Dng Rm C
"Whittingdale, John",11/5/08,Winchester College Political Dinner,Dinn,14,Dng Rm C
"Mercer, Patrick",6/27/05,Winchester Cons Assoc,Dinn,14,Dng Rm C
"Letwin, Oliver",6/22/04,Winchester Conservatives,Dinn,20,Dng Rm A
"Osborne, George",10/9/06,Winchester Westminster Club,Dinn,52,Dng Rm A
"Tami, Mark",2/27/08,Wind Industry Lunch Briefing,Lnch,11,Dng Rm D
"Jack, Michael",3/30/06,Windmill Bus Group,Lnch,35,Dng Rm A
"Afriyie, Adam",6/27/06,Windsor Patrons Club,Dinn,38,Dng Rm A
"Thurso, John",5/22/08,Wine Guild of UK,Tea,69,Tce Pvln
"Gerrard, Neil",4/30/09,Winning Combinations Lauch,Lnch,50,Dng Rm A
"Cormack, Sir Patrick",12/8/06,Winston Church. Memorial Dinner,Dinn,140,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Cormack, Sir Patrick",12/10/04,Winston Church. Memorial Trust,Dinn,168,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Cormack, Sir Patrick",12/7/07,Winston Church. Memorial Trust,Dinn,126,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Baker, Norman",12/11/06,Winter Reception,Rec,100,Mmbrs Dng Rm
"Baker, Norman",12/17/08,Winter Reception,Rec,50,Strngrs Dng Rm
"Prisk, Mark",2/7/07,Winter Reception,Rec,150,Tce Pvln
"Williams, Stephen",1/23/08,Winter Reception,Rec,200,Tce Pvln
"Chapman, Ben",11/9/06,Wirral Headteachers,Lnch,19,Dng Rm B
"Curtis-Thomas, Claire",12/13/06,Wised Sponsor Appreciation Lunch,Lnch,14,Astor Suite
"Hurst, Alan",2/7/05,Witham Round Table,Dinn,24,Dng Rm B
"Redwood, John",7/21/04,Wokingham Cons Assoc,Tea,50,Tce Pvln
"Redwood, John",6/22/06,Wokingham Conservatives,Tea,35,Tce Pvln
"Redwood, John",4/4/05,Wokingham Portcullis Club,Dinn,35,Dng Rm A
"Redwood, John",2/27/06,Wokingham Portcullis Club,Dinn,38,Dng Rm A
"Willetts, David",3/10/05,Wolverhampton NE Cons Assoc,Bfast,18,Dng Rm B
"Cormack, Sir Patrick",3/3/09,Wolverhampton NFU,Dinn,23,Astor Suite
"Abbott, Diane",2/25/09,Womans Right to Abortion in Northern Ireland,Rec,30,Dng Rm B
"Baird, Vera",3/3/05,Women & Equality Unit,Rec,25,Dng Rm C
"Munn, Meg",10/31/05,Women & Equality Unit,Rec,200,"Dng Rm C, Mmbrs Dng Rm"
"Smith, Jacqui",10/25/04,Women & Equality Unit,Rec,200,Mmbrs Dng Rm
"Hewitt, Patricia",9/21/09,Women for Boards,Tea,150,Tce Pvln
"McCafferty, Christine",3/7/05,Women in Bus,Rec,100,Tce Pvln
"McCafferty, Christine",2/7/06,Women in Bus,Rec,100,Tce Pvln
"Fraser, Christopher",10/14/05,Women in Bus Forum,Lnch,42,Dng Rm A
"McCafferty, Christine",5/17/04,Women in Bus International,Rec,100,Tce Pvln
"Clwyd, Ann",6/19/07,Women in Dipolmatic Service Lunch,Lnch,13,Astor Suite
"Lancaster, Mark",11/15/07,Women in Enterprise,Dinn,35,Mmbrs Dng Rm
"Moran, Margaret",5/4/06,Women in IT,Tea,40,Tce Pvln
"Brooke, Annette",4/29/08,Women of Influence,Lnch,14,Dng Rm D
"Bayley, Hugh",7/9/05,Women of World War 2,Dinn,39,Dng Rm A
"Moran, Margaret",7/9/08,Women's Parliamentary Radio,Rec,15,Dng Rm C
"Paice, James",11/22/06,Wood For Gold,Rec,40,Astor Suite
"Paice, James",2/5/08,Wood for Gold,Lnch,8,Dng Rm C
"Tipping, Paddy",12/6/07,Wood for Gold,Lnch,12,Dng Rm C
"Tipping, Paddy",3/19/08,Wood for Gold,Lnch,10,Dng Rm D
"Tipping, Paddy",5/20/08,Wood For Gold,Rec,50,Dng Rm A
"Tipping, Paddy",1/27/09,Wood for Gold,Lnch,9,Dng Rm C
"Tipping, Paddy",5/19/09,Wood for Gold,Rec,50,Strngrs Dng Rm
"Tipping, Paddy",2/28/07,Wood Panel Group,Lnch,18,Dng Rm B
"Gummer, John",4/24/07,Woodland Trust Landfill Fund Celebration,Rec,120,Mmbrs Dng Rm
"Fox, Liam",1/24/05,Woodspring Conservative Association,Tea,35,Dng Rm A
"Fox, Liam",2/24/09,Woodspring Debating Competition,Tea,38,Dng Rm A
"Fox, Liam",1/22/08,Woodspring Schools Debating Competition,Tea,35,Dng Rm A
"Heal, Sylvia",3/20/07,Work & Families Act,Rec,80,Strngrs Dng Rm
"Denham, John",10/6/08,Work Experience Launch,Rec,100,Tce Pvln
"McDonnell, John",4/28/09,Workers Memorial Day Reception,Rec,50,Strngrs Dng Rm
"Sanders, Adrian",5/17/06,Working Group on Obesity,Dinn,24,Astor Suite
"Lepper, David",11/26/08,Working Lunch,Lnch,22,Astor Suite
"Knight, Greg",11/1/05,Working Men's Club & Inst,Rec,100,Tce Pvln
"Salter, Martin",7/7/08,Working Poor Launch,Rec,80,Strngrs Dng Rm
"Selous, Andrew",3/30/09,Worklessness Roundtable,Rec,24,Dng Rm B
"Swire, Hugo",10/28/08,Works of Art Committee Unveiling,Rec,100,Tce Pvln
"Beresford, Paul",6/12/09,World Aesthetic Congress Dinner,Dinn,100,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Ruffley, David",10/18/04,World Affairs Councils of America,Lnch,22,"Dng Rm A, Dng Rm B"
"Stoate, Howard",5/1/07,World Asthma Day,Rec,120,Tce Pvln
"Stoate, Howard",5/6/08,World Asthma Day,Rec,100,Tce Pvln
"Stoate, Howard",5/5/09,World Asthma Day,Rec,190,Tce Pvln
"Beresford, Paul",6/8/07,World Atsthetic Congress Dinner,Dinn,148,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Kumar, Ashok",5/10/04,World Cancer Research Fund,Rec,25,Dng Rm B
"Prisk, Mark",4/28/09,World Child Cancer Dinner,Dinn,24,Dng Rm B
"Stoate, Howard",11/21/06,World COPD Day Parliamentary Dinner,Dinn,23,Club Rm
"Southworth, Helen",11/18/08,World Diabetes Day Reception,Rec,100,Strngrs Dng Rm
"Hesford, Stephen",3/18/08,World Firefighters Games Briefing,Dinn,16,Dng Rm B
"Thornberry, Emily",9/23/09,World Green Building Day,Rec,145,Tce Pvln
"Harris, Evan",3/12/09,World Kidney Day 2009,Rec,100,Tce Pvln
"Harris, Evan",3/13/08,World Kidney Day Reception,Rec,60,Tce Pvln
"Marsden, Gordon",10/23/07,World Skills Reception,Rec,100,Tce Pvln
"Greenway, John",11/10/08,World Travel Market Dinner,Dinn,47,Dng Rm A
"Lancaster, Mark",10/23/08,World Vision UK - Thank You Event,Bfast,15,Dng Rm B
"Lancaster, Mark",5/8/08,World Vision UK Breakfast,Bfast,25,Dng Rm B
"Marsden, Gordon",11/11/08,Worldskills,Rec,100,Tce Pvln
"Baldry, Tony",5/31/06,Worshipful Company of Chartered Accountants,Rec,113,Tce Pvln
"Fallon, Michael",10/14/08,Worshipful Company of Chartered Sec/Admin,Lnch,49,Dng Rm A
